last_updated,id_code,name,country,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_intensity_unit,end_target_baseline_emissions,end_target_target_emissions,end_target_bau_emissions,end_target_other,end_target_year,end_target_status,status_date,interim_target,interim_target_percentage_reduction,interim_target_baseline_year,interim_target_intensity_unit,interim_target_baseline_emissions,interim_target_target_emissions,interim_target_bau_emissions,interim_target_other,interim_target_year,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,has_plan,plan_options,reporting_mechanism,equity,accountability,governance_notes,carbon_credit_offsets,carbon_credit_conditions,max_emission_offset,conditions_other,removals_targets,cdr,sinks_and_credits_notes,memberships,gdp_real,annual_revenue,population,industry,sector,employees,market_index,ghg,inventory_year,higher_net_zero
2022-07-16 22:28:20,COM-0853,MGM Resorts,USA,Company,,No,Emissions reduction target,50,2019,,,,,,2030,Declaration / pledge,2020,No target,,,,,,,,,MGM’s target is to reduce its overall greenhouse gas emissions by 50 percent by 2030,,,https://www.smartmeetings.com/news/134248/mgm-resorts-international-sustainability-milestone,Carbon dioxide and other GHGs,,,,,Not Specified,Not Specified,Not Specified,No,,No,,No reporting mechanism,No,Not Specified,,Not Specified,,,,No,No,,,,12000000000,,Hospitality,Entertainment facilities,70000,,,,
2021-10-23 15:45:46,COM-0854,KAO,JPN,Company,JP3205800000,Yes,Carbon negative,,,,,,,,2050,In corporate strategy,2020,Emissions reduction target,22,2017,,,,,,2030,Kao aims to be carbon neutral by 2040 and carbon negative by 2050,"2030
 reduce to whole a as society enable to aim We
 10 of equivalent the by emissions gas greenhouse
 Kao of provision the through CO2 of tons million
.services and products Group
targets 2030 Scope Index
 emissions GHG
(quantity absolute(
 entire the Across
 for lifecycle product
Group Kao the
 reduction% 22
*(2017 to Compared(
 reduction% 55 sites Group Kao All
*(2017 to Compared(
 consumption Energy
 yearly reduction% 1 sites Group Kao All) unit sales Per(
 (2021 from, year-on-year(
 power Electric
 renewable% 100 sites Group Kao All usage
sources",,https://www.kao.com/content/dam/sites/kao/www-kao-com/global/en/sustainability/pdf/klp-pr-2021-e-all.pdf,Not Specified,,,,,Yes,Yes,Yes,No,,No,,Annual reporting,No,No,,Not Specified,,,,No,Not Specified,,Race to Zero,,13700000000,,Materials,Chemicals,33603,,,,
2022-06-14 15:08:05,COM-0855,International Paper Company,USA,Company,US4601461035,No,Emissions reduction target,35,2010,,,,,,2030,In corporate strategy,,No target,,,,,,,,,"Reduce our Scope 1, 2 and 3 greenhouse gas emissions by 35%, aligned with the best-available climate science",'Reduce GHG emissions (direct and indirect by 20%' (p6) nb this was achieved by 2020 by 21.4% (p6),This codes for Int'l Paper's 2020 Global Citizenship Report,https://www.internationalpaper.com/docs/default-source/english/global-homepage/footer/2020-global-citizenship-report-international-paper.pdf?sfvrsn=f3f5b533_32,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,,No,,No reporting mechanism,No,No,,Not Specified,,,,No,Not Specified,,,,20600000000,,Materials,Paper products & packaging,51000,,,,
2022-06-21 09:11:09,COM-0856,CGN Power,CHN,Company,CNE100001T80,No,Other,,,,,,,clean energy company; target to reduce energy consumption in the operation process and promote the development of nuclear and non-nuclear clean energy. refers to china's goals of achieving carbon neutrality by 2060 rather than having company specific goals.,,,,No target,,,,,,,,,,,,https://www.bing.com/ck/a?!&&p=3f83c012e052598ec982bccad3c38b481af85ac76fba7d81e229b3d81fee96eeJmltdHM9MTY1NTgwMTU0MCZpZ3VpZD1iMTI1ZmVmZC1jMzVlLTRiYTYtODExYy1lYjJlMDI1MTkwNmYmaW5zaWQ9NTE4NA&ptn=3&fclid=7579a4f3-f13f-11ec-902e-812e012b21d9&u=a1aHR0cDovL2VuLmNnbnBjLmNvbS5jbi8&ntb=1,Not Specified,,,,,Not Specified,Not Specified,Not Specified,No,,No,,No reporting mechanism,Yes,Not Specified,"For the success of the project, the project team of San’ao Nuclear Power Plant put forward the integrated development model based on the thorough study of China’s existing nuclear power projects in promotion, construction and operation. While pursuing integrated development “coordinated by the government, led by the nuclear plant, participated in by diverse forces, and guided by plans”, the project team has actively promoted equity investment in the nuclear power project, the development of green energy towns (including industries), co-construction of transport infrastructure, and localized employment. By aligning the project development with the local development needs of Cangnan, they are working to comprehensively upgrade local 
industries and economy.",Not Specified,,,,No,Not Specified,,,,8800000000,,Power generation,,18383,,,,
2021-11-28 03:24:08,COM-0857,Formosa Petrochemical,TWN,Company,TW0001326007,No,Other,,,,,,,target in 2021: continue to engage in low carbon transformation. unspecified end target year.,,In corporate strategy,2020,No target,,,,,,,,,"Take energy conservation and carbon reduction measures in coordination with the national goal to reduce emissions in 2030 by 20% compared to 2005.
Establish (invest in) renewable energy generation facilities in coordination with the government goal to reduce GHG emissions in 2050 by 50% compared to 2005.",,https://www.worldbenchmarkingalliance.org/publication/oil-and-gas/companies/formosa-petrochemical-corp/,http://fpcc-csr.eorz.net/upload/files/f_210909022912.pdf,Carbon dioxide only,,,,,Yes,Yes,Yes,No,,Yes,,Annual reporting,No,Not Specified,,Not Specified,,,,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",,,,20900000000,,Fossil Fuels,,,,,,
2022-07-01 07:58:50,COM-0858,PPG Industries,USA,Company,US6935061076,No,Emissions intensity target,15,2017,total tons discharged,,,,,2025,In corporate strategy,2021,No target,,,,,,,,,'Reduce GHG emissions intensity by 15% measured in total tons discharged by 2025 from a 2017 baseline.',,"In 2020, we achieved a 12.5% reduction in intensity and a 24.0% reduction in absolute direct (Scope 1) and indirect (Scope 2) GHGs from the baseline.

This codes for PPG's 2021 ESG Report

Additional source:
https://sustainability.ppg.com/Environment/Emissions",https://sustainability.ppg.com/Sustainability-@-PPG/2021-Progress-and-Highlights,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,,No,,Annual reporting,No,Yes,Accountable: 'Defined oversight for all major elements of our ESG efforts under a respective Board committee;' (https://sustainability.ppg.com/Environmental),Not Specified,,,,No,No,,,,14900000000,,Materials,,47600,,,,
2021-10-19 18:01:18,COM-0859,CSL,AUS,Company,AU000000CSL8,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,https://www.csl.com/-/media/csl/documents/csl-governance-docs/climate-change-statement.pdf,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,8900000000,,"Biotech, health care & pharma",,25000,,,,
2021-10-09 08:55:50,COM-0860,Coal India,IND,Company,INE522F01014,No,Net zero,,,,,,,,2024,Proposed / in discussion,,No target,,,,,,,,,,,,https://twitter.com/JoshiPralhad/status/1296318156282007553,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,13800000000,,Materials,,285479,,,,
2021-10-19 23:33:57,COM-0861,Woori Financial Group,KOR,Company,KR7316140003,No,Carbon neutral(ity),,,,,,,,2050,Declaration / pledge,2020,No target,,,,,,,,,"Woori Financial Group has joined the government’s 2050 carbon neutral vision as part of its effort to respond to climate change, the company announced Friday.
",,,https://koreajoongangdaily.joins.com/2020/12/13/business/finance/woori-woori-financial-group-esg/20201213171300524.html,Carbon dioxide only,,,,,Not Specified,Not Specified,Not Specified,No,,No,,No reporting mechanism,No,Not Specified,,Not Specified,,,,No,No,,,,16700000000,,Services,,159,,,,
2022-09-08 19:01:54,COM-0862,Daiichi Sankyo Co,JPN,Company,JP3475350009,No,Emissions reduction target,37.5,2015,,,,,,2030,In corporate strategy,2030,Other,,,,,,,daiichi sankyo also commits that 90% of key suppliers by purchase value will institute ghg reduction targets by fiscal year 2020.,2020,"DAIICHI SANKYO CO., LTD. commits to reduce absolute scope 1 and scope 2 GHG emissions 37.5% by 2030 from a 2015 base year.",,"Early on, the Daiichi Sankyo Group set the goal of reducing its global CO2 emissions by 27.0 percent per a fiscal year 2015 base level by the end of fiscal year 2030, becoming the second corporation in Japan to have its science-based target validated by SBTi. Thereafter, the Daiichi Sankyo Group increased its global emissions reduction target to 37.5 percent, which also received validation from SBTi as being consistent with keeping global warming to well below 2°C above pre-industrial levels.",https://www.daiichisankyo.com/our_stories/detail/index_4090.html,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,No,"CO2 emissions (Scope 1 + Scope2) 25% reduction from FY2015
CO2 emissions intensity based on sales (Scope3, Cat1) 15% reduction from FY2020",Yes,"Measures for all emission scopes that are covered by the target|Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Schedule for regular review of measures",Annual reporting,No,Not Specified,"Both on its corporate website and in its annually published Value Report and Environmental Data Book, Daiichi Sankyo Co., Ltd. proactively discloses information concerning the results of the environmental management efforts across the Daiichi Sankyo Group and the environmental issues the Group is currently facing.",Not Specified,,,,No,Not Specified,,,,9000000000,,"Biotech, health care & pharma",Biotech & pharma,,,,,
2021-10-20 18:30:01,COM-0863,SK Telecom Co,KOR,Company,,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,15200000000,,Services,,5425,,,,
2021-10-23 14:47:23,COM-0864,Fox,USA,Company,US35137L1052,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,11700000000,,Services,,7700,,,,
2021-10-24 13:17:54,COM-0865,Crown Castle International,USA,Company,US22822V1017,No,Carbon neutral(ity),,,,,,,,2025,Declaration / pledge,,No target,,,,,,,,,"the company has set a goal to be carbon-neutral by 2025 in Scope 1 and 2 emissions. According to the Carbon Trust, Scope 1 covers direct emissions from owned or controlled sources. Scope 2 covers indirect emissions from the generation of purchased electricity, steam, heating and cooling consumed by the reporting company. Crown Castle said it would achieve its objective through a combination of continued investment in energy reduction initiatives, sourcing renewable energy, and, to a lesser extent, using carbon credits or offsets.",,,https://www.aglmediagroup.com/cci-sets-carbon-neutral-goal/,Not Specified,,,,,Yes,Yes,No,No,,No,,,,,,Not Specified,,,,,,,,,5800000000,,Services,,5100,,,,
2021-11-20 21:32:48,COM-0866,Ageas,BEL,Company,BE0974264930,No,Net zero,,,,,,,,2050,Proposed / in discussion,2021,Other,,,,,,,"1. ghg-neutral in operations.
2. carbon emissions of operations (scope 1 & 2) - neutral.",2024,"1. Carbon emissions of investment portfolio - Net zero by 2050.
2. Committed to the zero emission ambition of the European Green Deal by at the latest 2050.",,,https://www.ageas.com/sites/default/files/file/file/2021%2006%2001%20-%20Ageas%20IR%20Day%202021%20-%20Impact24.pdf,Not Specified,,,,,Yes,Yes,Yes,No,"Reduce scope 1 (e.g. heat and car fleet), scope 2 (purchased electricity) and GHG contributors in operations of scope 3 (business travel, commuting and IT).
Reduce IT carbon footprint.",No,,No reporting mechanism,,No,,Not Specified,,,,Yes,No,offset any residual GHG,,,12400000000,,Services,,10741,,,,
2021-10-24 13:07:58,COM-0867,Republic Services,USA,Company,US7607591002,No,No target,,,,,,,,,,,No target,,,,,,,,,,,Can only access website from inside USA,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,10300000000,,Services,Non-energy utilities,36000,,,,
2021-10-18 10:44:31,COM-0868,Metallurgical  of China,CHN,Company,,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,49800000000,,Infrastructure,,130064,,,,
2022-07-01 12:31:20,COM-0869,CBRE,USA,Company,,Yes,Net zero,,,,,,,,2040,Declaration / pledge,2020,Emissions reduction target,68,2019,,,,,,2035,"CBRE Group, Inc. (NYSE: CBRE) today announced its commitment to achieve net zero carbon emissions by 2040. As a part of its 2040 net-zero emissions strategy, CBRE today signed The Climate Pledge, a commitment to achieving net-zero carbon 10 years ahead of the goal stated in the Paris Agreement. The Climate Pledge, co-founded by Amazon and Global Optimism, forms a cross-sector community of companies and organizations committed to net zero carbon by 2040, working together to take action to address the climate crisis and solve the challenges of decarbonizing our economy. 
Associated Contact
Steve Iaco
Photo of steve-iaco
Phone
Email
Associated Contact
Kristyn Farahmand
Photo of kristyn-farahmand
Email
CBRE Group, Inc. (NYSE: CBRE) today announced its commitment to achieve net zero carbon emissions by 2040. This commitment encompasses carbon emissions from CBRE’s own operations and the properties it manages for investors and occupiers, as well as indirect supply chain emissions.

“As the world’s largest manager of commercial real estate, we have a special obligation to help the world address the many challenges posed by the warming planet,” said Bob Sulentic, CBRE’s president and chief executive officer. “CBRE is deeply committed to doing our part and to working with our clients and across our vast global supply chain to help achieve net zero emissions as quickly as possible. This is an essential element of our commitment to the communities in which we operate.”

As a part of its 2040 net-zero emissions strategy, CBRE today signed The Climate Pledge, a commitment to achieving net-zero carbon 10 years ahead of the goal stated in the Paris Agreement. The Climate Pledge, co-founded by Amazon and Global Optimism, forms a cross-sector community of companies and organizations committed to net zero carbon by 2040, working together to take action to address the climate crisis and solve the challenges of decarbonizing our economy.
The net zero commitment builds on the company’s science-based emissions reduction target announced last year.
Source: https://www.cbre.com/press-releases/cbre-commits-to-net-zero-by-2040 ","We have committed to reducing Scope 1 and 2 GHG emissions 68% by 2035 from the 2019 base year. Scope 3 with a target of  79% for Occupiers and 67% for investors.  This target covers GHG emissions from the company’s global operations and is aligned with the ambition of the Paris Agreement to limit global temperature rise to 1.5°C. In order to achieve this target, we have committed to achieving 100% renewable electricity by 2025 and to transitioning our fleet to electric vehicles. ",,https://www.cbre.com/-/media/project/cbre/dotcom/global/about/corporate-responsibility/cbre-2020-corporate-responsibility-report.pdf,Not Specified,,,,,Yes,Yes,Yes,No,,Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Measures for all emission scopes that are covered by the target",Annual reporting,No,No,,Yes,No conditions specified,,,No,No,,,,23900000000,,Infrastructure,Other services,100000,,,,
2022-07-03 11:40:27,COM-0870,Omnicom,USA,Company,,No,No target,,,,,,,,,,,Other,,,,,,,reducing energy use by 20% per person globally by 2030 and increase use of electricity from renewable energy resources globally by 20%,2030,,"""increase electricity use from renewable energy sources by 20% globally"", "" reduce energy use per person by 20% by 2030""",,https://csr.omnicomgroup.com/,Not Specified,,,,,,,,,,,,No reporting mechanism,,Not Specified,,Not Specified,,,,,Not Specified,,,,14900000000,,Services,,70000,,,,
2022-07-21 18:04:50,COM-0871,Ross Stores,USA,Company,US7782961038,No,Emissions reduction target,30,2017,,,,,,2025,Declaration / pledge,,No target,,,,,,,,,,,,https://corp.rossstores.com/media/53146/2019-environmental-sustainability-report-ross-stores-inc.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,Partial,,,,,,No,Not Specified,,Not Specified,,,,,Not Specified,,,,16000000000,,Retail,,92500,,,,
2021-10-19 23:35:46,COM-0872,Industrial Bank Of Korea,KOR,Company,KR7024110009,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,13800000000,,Services,,13520,,,,
2022-10-03 20:19:20,COM-0873,Schlumberger,USA,Company,,No,Net zero,,,,,,,,2050,In corporate strategy,2021,Emissions reduction target,30,2019,,,,,,2025,“net-zero greenhouse gas (GHG) emissions by 2050”,"“By 2025, a 30% reduction in Scopes 1 and 2”","Target includes all scopes (1, 2 and 3) and looks to have ""minimal reliance on offsets""",https://www.slb.com/newsroom/press-release/2021/pr-2021-0622-slb-net-zero-2050,Carbon dioxide and other GHGs,,,,,Yes,Yes,Yes,No,,Yes,Measures for all emission scopes that are covered by the target,Annual reporting,No,Not Specified,,Not Specified,,,,No,Not Specified,"Involved in CCS (https://newenergy.slb.com/new-energy-sectors/carbon-capture-and-sequestration) but looking for ""minimal reliance on offsets"". Specifics not mentioned.",,,23600000000,,Fossil Fuels,,105000,,,,
2021-11-27 09:47:24,COM-0874,Wheelock & Co,HKG,Company,HK0020000177,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,6200000000,,Infrastructure,,12500,,,,
2022-05-11 15:18:46,COM-0875,Asahi Kasei,JPN,Company,JP3111200006,No,Carbon neutral(ity),,,,,,,,2050,In corporate strategy,2021,Emissions reduction target,30,2013,,,,,,2030,"Asahi Kasei has adopted a new policy regarding efforts toward the ambition of becoming carbon neutral by 2050.

","By 2030, emissions reduction of 30% or more (from fiscal 2013)
",https://www.asahi-kasei.com/sustainability/environment/climate_change/,https://www.asahi-kasei.com/news/2021/e210525_2.html,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,,No,,No reporting mechanism,No,Not Specified,,Not Specified,,,,No,No,,,,19900000000,,Materials,,39283,,,,
2022-07-21 00:33:31,COM-0876,Kellogg Company,USA,Company,US4878361082,No,Science-based target,,,,,,,,2050,Declaration / pledge,2020,No target,,,,,,,,,Kellogg also has a long-term target of a 65% absolute reduction in emissions by 2050 from a 2015 base-year (scopes 1 & 2),,,https://sciencebasedtargets.org/companies-taking-action/case-studies/kellogg,Carbon dioxide only,,,,,Yes,Yes,Partial,No,,No,,No reporting mechanism,No,Not Specified,,Not Specified,,,,No,No,,,,13500000000,,"Food, beverage & agriculture",Food & beverage processing,31000,,,,
2021-10-18 10:44:31,COM-0877,Daqin Railway,CHN,Company,CNE000001NG4,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,10900000000,,Transportation services,,99173,,,,
2021-10-18 10:44:31,COM-0878,Haitong Securities Co,CHN,Company,,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,7000000000,,Services,,10837,,,,
2021-10-18 10:44:31,COM-0879,Fidelity National Information,USA,Company,JE00BJVNSS43,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,10300000000,,Services,,55000,,,,
2021-11-20 22:44:14,COM-0880,Henderson Land,HKG,Company,HK0012000102,No,No target,,,,,,,,,,,No target,,,,,,,,,in the process of setting quantitative targets to track environmental performance with regards to greenhouse gas emissions,,,https://www.hld.com/en/pdf/investor/annual/2020/Sustainability.pdf,Not Specified,,,,,,,,,,No,,,,,,,,,,,,,,,3100000000,,Infrastructure,,8736,,,,
2022-07-14 11:51:12,COM-0881,Regions Financial,USA,Company,US7591EP1005,No,Emissions reduction target,50,2019,,,,,,2030,In corporate strategy,2021,No target,,,,,,,,,"'Having accomplished this goal ahead of schedule, we announced a new Scope 1 and Scope 2 GHG emissions reduction goal in our 2020 TCFD Report: to reduce our gross Scope 1 and Scope 2 location-based carbon emissions by 50 percent by the end of 2030, using 2019 as our base year'",,"RF's 2021 ESG Report
https://www.regions.com/-/media/pdfs/about-regions/ESG/2021-CDP-Climate-Change-Questionnaire-Response.pdf",https://www.corporatereport.com/Regions2021AnnualReviewandESGreport/planet/climate-change.php,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,Scope: 1&2 only,No,,Annual reporting,No,Yes,"Accountable: 'To that end, our Board and each of its five standing committees oversee various aspects of Regions’ ESG policies, practices, and performance. To facilitate strong ESG governance, the areas of ESG oversight carried out by the Board and delegated to its committees are formalized through our Corporate Governance Principles and separate Committee Charters, respectively.' (https://www.corporatereport.com/Regions2021AnnualReviewandESGreport/governance/risk-and-opportunity-oversight.php)",Yes,No conditions specified,,,No,Not Specified,"Offsets: 'Market-based Scope 2 emissions represent our emissions in a way that accounts for contractual instruments such as renewable energy credits, carbon offsets, or other energy procurement mechanisms that may come with supplier-specific emissions factors. If no such instruments are applicable within a reporting year, then the company’s market-based Scope 2 emissions will be equivalent to its location-based Scope 2 emissions.'",,,6500000000,,Services,,19564,,,,
2021-10-24 12:56:55,COM-0882,JFE Holdings,JPN,Company,JP3386030005,No,Carbon neutral(ity),,,,,,,,2050,Declaration / pledge,2021,Emissions reduction target,20,2013,,,,,,2030,"Aiming to Reduce CO2 Emissions by 20% or More by FY2030 and To Be Carbon Neutral After 2050
","In the steel business, which accounts for most of the JFE Group’s CO2 emissions, we are exploring feasible scenarios with the aim of reducing CO2 emissions in fiscal 2030 by 20% or more compared to fiscal 2013, maximizing the use of the best available technologies and innovations.",,https://www.jfe-holdings.co.jp/en/csr/environment/climate/,Carbon dioxide only,,,,,Yes,Yes,Yes,Yes,,No,,No reporting mechanism,No,Not Specified,,Not Specified,,,,No,No,,,,34900000000,,Materials,,62083,,,,
2021-10-18 10:44:30,COM-0883,Regeneron Pharmaceuticals,USA,Company,US75886F1075,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,7900000000,,"Biotech, health care & pharma",,8100,,,,
2021-10-16 20:30:16,COM-0884,Royal Caribbean Cruises,USA,Company,,No,No target,,,,,,,,,,,Emissions reduction target,25,2019,,,,,,2025,,"Set a new target to further REDUCE EMISSIONS BY 25% BY 2025.
Exploring alternative fuel solutions is a major priority for us and our industry. Our teams are constantly exploring decarbonization solutions while also continuing to increase our energy efficiency. This places us on the path to achieving the international targets of 40% reduction by 2030 from a 2008 baseline.",,,Not Specified,,,,,Yes,Yes,No,,"Scope 1 Emissions 2,493,579 (MtCO2e)
Scope 2 Emissions (Location based) 8,565 (MtCO2e) 
Scope 2 Emissions (Market based) 8,690 (MtCO2e",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Information on the emission reductions expected from these measures within a certain time period",Annual reporting,No,Yes,,Not Specified,,,,No,,,,,11000000000,,Hospitality,,85400,,,,
2021-10-21 12:21:29,COM-0885,Vonovia,DEU,Company,DE000A1ML7J1,No,Carbon neutral(ity),,,,,,,,2050,In corporate strategy,2020,Other,,,,,,,"reduction of carbon intensity to 30kg co2e/m^2 in germany by 2030. 
source, page 18 sustainability report: https://reports.vonovia.de/2020/sustainability-report/_assets/downloads/entire-vonovia-sr20.pdf",2030,"Quote: ""In the Environment and Climate action area, we have set ourselves the goal of operating in a carbon-neutral manner by 2050""
""The goal of a climate-neutral building portfolio by 2050 is a guiding principle for us.""
Source: https://reports.vonovia.de/2020/sustainability-report/
","reduction of carbon intensity to 30kg co2e/m^2 in germany by 2030. 
source, page 18 sustainability report: https://reports.vonovia.de/2020/sustainability-report/_assets/downloads/entire-vonovia-sr20.pdf",,https://reports.vonovia.de/2020/sustainability-report/,Not Specified,,,,,Yes,Yes,Partial,,"Quote:
""We have set two targets for Vonovia...the metric compromises scope 1 and scope 2 emissinos across our entire portfolio, and part of scope 3 emissions."" 
""Including energy-related upstream emissions (Scope 3)""
However it is not very clear to what extent the targets apply to scope 3. 
Source, 2020 sustainability report: https://reports.vonovia.de/2020/sustainability-report/_assets/downloads/entire-vonovia-sr20.pdf
",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Measures for all emission scopes that are covered by the target",Annual reporting,No,,"Annual sustainability reports are published on the website: https://presse.vonovia.de/en
Sustainability report with targets very detailed, including emission reduction scenarios with interventions. Page 24 of sustainability report: https://reports.vonovia.de/2020/sustainability-report/_assets/downloads/entire-vonovia-sr20.pdf

",Not Specified,,,,,,,,,4200000000,,Infrastructure,Land & Property ownership & development,10345,,,,No
2021-10-18 10:44:31,COM-0886,Fortis (Canada),CAN,Company,AU000000FMG4,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,6600000000,,Infrastructure,,9000,,,,
2021-10-25 11:26:27,COM-0887,Resona Holdings,JPN,Company,JP3500610005,No,No target,,,,,,,,,,,No target,,,,,,,,,,,"Words about responding to climate change, no target found",https://www.resona-gr.co.jp/holdings/english/sustainability/sdgs/environment/index.html,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,7600000000,,Services,,21600,,,,
2022-07-22 15:08:55,COM-0888,FirstEnergy,USA,Company,US33616C1009,No,Carbon neutral(ity),,,,,,,,2050,In corporate strategy,2020,Emissions reduction target,30,2019,,,,,,2030,"""achieve carbon neutrality by 2050""","""interim goal for a 30% reduction in greenhouse gases within the company's direct operational control by 2030, based on 2019 levels""","Climate strategy claims ""carbon neutrality aligns with the Paris Agreement’s 2-degree mission"" - https://www.firstenergycorp.com/content/dam/environmental/files/climate-strategy.pdf",https://www.firstenergycorp.com/newsroom/news_articles/firstenergy-pledges-to-achieve-carbon-neutrality-by-2050.html,Carbon dioxide only,,,,,Yes,Not Specified,Not Specified,No,"Refers to GHGs here: https://www.firstenergycorp.com/environmental.html
Interim target is for ""GHG emissions within our direct operational control (Scope 1)"" - https://www.firstenergycorp.com/content/dam/environmental/files/climate-strategy.pdf
Scopes covered by carbon neutrality target are not clear
",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Yes,"""Oversight, accountability and risk mitigation of our climate strategy occur at the highest levels of our company, where our Board of Directors, Corporate Governance and Corporate Responsibility Board Committee, executive-level steering committee and business unit leadership guide our efforts."" - https://www.firstenergycorp.com/content/dam/investor/files/FEstrategicplan.pdf

The strategic plan outlines general measures to be taken, but does not go into specifics",Not Specified,,,,No,Not Specified,"Had not ""originated or purchased any project-based carbon credits"" in 2019 - https://fecorporateresponsibility.com/downloads/FirstEnergy_CDP_2020_Climate.pdf",,,10900000000,,Infrastructure,,12316,,,,
2022-07-29 11:28:15,COM-0889,Ally Financial,USA,Company,US02005N1000,No,Carbon neutral(ity),,,,,,,,2022,Achieved (self-declared),2020,No target,,,,,,,,,"""We are committed to reducing our emissions as part of a credible strategy to transition to a low carbon economy. Based on the output of our carbon footprint assessment, we acted quickly
and achieved operational carbon neutrality for 2020 Scope 1 emissions (direct emissions associated with fuel combustion in boilers, furnaces and vehicles) and Scope 2 emissions (indirect
emissions associated with the purchase of electricity, steam, heat or cooling).""",N/A,Ally Financial has self-declared itself to be carbon neutral for Scope 1 and 2 emissions as of 2020.,https://www.ally.com/files/pdf/ally-corporate-social-responsibility-report-2021.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,"""achieved operational carbon neutrality for 2020 Scope 1 emissions (direct emissions associated with fuel combustion in boilers, furnaces and vehicles) and Scope 2 emissions (indirect emissions associated with the purchase of electricity, steam, heat or cooling).""",No,,Annual reporting,No,Not Specified,,Yes,Other conditions,,"high-quality, U.S. based",No,Not Specified,"""Ally’s investment in high-quality, U.S.-based carbon offsets for our Scope 1 greenhouse gas emissions will support the Arbor Day Foundation’s afforestation and reforestation work. We also
partnered with Natural Capital Partners to secure Green-e® certified Renewable Energy Certificates (RECs) to cover our Scope 2 greenhouse gas emissions."" pg. 40",,,11300000000,,Services,,8700,,,,
2022-07-17 19:37:04,COM-0890,Zimmer Biomet Holdings,USA,Company,US98956P1021,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,8000000000,,"Biotech, health care & pharma",,19900,,,,
2021-10-18 10:44:31,COM-0891,Atlas Copco,SWE,Company,SE0017486889,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,10900000000,,Manufacturing,,38774,,,,
